English,Hindi,Kaithi
He is confident that he will pass the examination,उसको यकीन है कि वह परीक्षा में पास हो जाएगा।,𑂇𑂮𑂍𑂷 𑂨𑂍𑂲𑂢 𑂯𑂶 𑂍𑂱 𑂫𑂯 𑂣𑂩𑂲𑂍𑂹𑂭𑂰 𑂧𑂵𑂁 𑂣𑂰𑂮 𑂯𑂷 𑂔𑂰𑂉𑂏𑂰।
He jumped into water without removing his clothes,उसने कपड़े उतारे बिना ही पानी में छलाँग लगादी।,𑂇𑂮𑂢𑂵 𑂍𑂣𑂙़𑂵 𑂇𑂞𑂰𑂩𑂵 𑂥𑂱𑂢𑂰 𑂯𑂲 𑂣𑂰𑂢𑂲 𑂧𑂵𑂁 𑂓𑂪𑂰𑂀𑂏 𑂪𑂏𑂰𑂠𑂲।
I do not know for certain what she is going to do,मुझे ठीक से नहीं पता वह क्या करने वाली है।,𑂧𑂳𑂕𑂵 𑂘𑂲𑂍 𑂮𑂵 𑂢𑂯𑂲𑂁 𑂣𑂞𑂰 𑂫𑂯 𑂍𑂹𑂨𑂰 𑂍𑂩𑂢𑂵 𑂫𑂰𑂪𑂲 𑂯𑂶।
I have a gut feeling that Tom won't pass the test,मुझे नहीं लगता कि टॉम परीक्षा में उत्तीर्ण होगा।,𑂧𑂳𑂕𑂵 𑂢𑂯𑂲𑂁 𑂪𑂏𑂞𑂰 𑂍𑂱 𑂗ॉ𑂧 𑂣𑂩𑂲𑂍𑂹𑂭𑂰 𑂧𑂵𑂁 𑂇𑂞𑂹𑂞𑂲𑂩𑂹𑂝 𑂯𑂷𑂏𑂰।
I have a gut feeling that Tom won't pass the test,मुझे नहीं लगता कि टॉम टेस्ट में पास होगा।,𑂧𑂳𑂕𑂵 𑂢𑂯𑂲𑂁 𑂪𑂏𑂞𑂰 𑂍𑂱 𑂗ॉ𑂧 𑂗𑂵𑂮𑂹𑂗 𑂧𑂵𑂁 𑂣𑂰𑂮 𑂯𑂷𑂏𑂰।
I have nothing to say with regard to that problem,मुझे इस विषय पर कुछ नहीं कहना है।,𑂧𑂳𑂕𑂵 𑂅𑂮 𑂫𑂱𑂭𑂨 𑂣𑂩 𑂍𑂳𑂓 𑂢𑂯𑂲𑂁 𑂍𑂯𑂢𑂰 𑂯𑂶।
I have nothing to say with regard to that problem,मुझे इस समस्या के बारे में कुछ नहीं कहना है।,𑂧𑂳𑂕𑂵 𑂅𑂮 𑂮𑂧𑂮𑂹𑂨𑂰 𑂍𑂵 𑂥𑂰𑂩𑂵 𑂧𑂵𑂁 𑂍𑂳𑂓 𑂢𑂯𑂲𑂁 𑂍𑂯𑂢𑂰 𑂯𑂶।
"I know her by sight, but I've never spoken to her",मैं उसे पहचानता हूँ पर मैंने उससे कभी बात नहीं करी है।,𑂧𑂶𑂁 𑂇𑂮𑂵 𑂣𑂯𑂒𑂰𑂢𑂞𑂰 𑂯𑂴𑂀 𑂣𑂩 𑂧𑂶𑂁𑂢𑂵 𑂇𑂮𑂮𑂵 𑂍𑂦𑂲 𑂥𑂰𑂞 𑂢𑂯𑂲𑂁 𑂍𑂩𑂲 𑂯𑂶।
I learned to play guitar when I was ten years old,मैंने दस साल की उम्र में ही गिटार बजाना सीख लिया था।,𑂧𑂶𑂁𑂢𑂵 𑂠𑂮 𑂮𑂰𑂪 𑂍𑂲 𑂇𑂧𑂹𑂩 𑂧𑂵𑂁 𑂯𑂲 𑂏𑂱𑂗𑂰𑂩 𑂥𑂔𑂰𑂢𑂰 𑂮𑂲𑂎 𑂪𑂱𑂨𑂰 𑂟𑂰।
I spent the whole afternoon chatting with friends,मैंने दोपहरभर अपने दोस्तों से गप मारी।,𑂧𑂶𑂁𑂢𑂵 𑂠𑂷𑂣𑂯𑂩𑂦𑂩 𑂃𑂣𑂢𑂵 𑂠𑂷𑂮𑂹𑂞𑂷𑂁 𑂮𑂵 𑂏𑂣 𑂧𑂰𑂩𑂲।
I stayed at home all day instead of going to work,मैं काम पर जाने के बजाय सारे दिन घर पर रहा।,𑂧𑂶𑂁 𑂍𑂰𑂧 𑂣𑂩 𑂔𑂰𑂢𑂵 𑂍𑂵 𑂥𑂔𑂰𑂨 𑂮𑂰𑂩𑂵 𑂠𑂱𑂢 𑂐𑂩 𑂣𑂩 𑂩𑂯𑂰।
I think there has been some misunderstanding here,मुझे लगता है कि यहाँ कुछ ग़लतफ़ैमी हुई है।,𑂧𑂳𑂕𑂵 𑂪𑂏𑂞𑂰 𑂯𑂶 𑂍𑂱 𑂨𑂯𑂰𑂀 𑂍𑂳𑂓 𑂏़𑂪𑂞𑂤़𑂶𑂧𑂲 𑂯𑂳𑂆 𑂯𑂶।
I'm not saying that your answers are always wrong,मैं यह नहीं कह रही हूँ कि तुम्हारे उत्तर हमेशा ग़लत होते हैं।,𑂧𑂶𑂁 𑂨𑂯 𑂢𑂯𑂲𑂁 𑂍𑂯 𑂩𑂯𑂲 𑂯𑂴𑂀 𑂍𑂱 𑂞𑂳𑂧𑂹𑂯𑂰𑂩𑂵 𑂇𑂞𑂹𑂞𑂩 𑂯𑂧𑂵𑂬𑂰 𑂏़𑂪𑂞 𑂯𑂷𑂞𑂵 𑂯𑂶𑂁।
India is the seventh largest country in the world,भारत विश्व में सातवाँ सबसे बड़ा देश है।,𑂦𑂰𑂩𑂞 𑂫𑂱𑂬𑂹𑂫 𑂧𑂵𑂁 𑂮𑂰𑂞𑂫𑂰𑂀 𑂮𑂥𑂮𑂵 𑂥𑂙़𑂰 𑂠𑂵𑂬 𑂯𑂶।
It was so noisy that I couldn't make myself heard,इतना शोर था कि किसी को भी मेरी आवाज़ सुनाई नहीं दे रही थी।,𑂅𑂞𑂢𑂰 𑂬𑂷𑂩 𑂟𑂰 𑂍𑂱 𑂍𑂱𑂮𑂲 𑂍𑂷 𑂦𑂲 𑂧𑂵𑂩𑂲 𑂄𑂫𑂰𑂔़ 𑂮𑂳𑂢𑂰𑂆 𑂢𑂯𑂲𑂁 𑂠𑂵 𑂩𑂯𑂲 𑂟𑂲।
It's an absolute waste of time to wait any longer,और इंतेज़ार करना समय की सरासर बर्बादी होगी।,𑂌𑂩 𑂅𑂁𑂞𑂵𑂔़𑂰𑂩 𑂍𑂩𑂢𑂰 𑂮𑂧𑂨 𑂍𑂲 𑂮𑂩𑂰𑂮𑂩 𑂥𑂩𑂹𑂥𑂰𑂠𑂲 𑂯𑂷𑂏𑂲।
Many people encouraged me to fulfill my ambitions,अपनी अभिलाषाओं को पूरी करने के लिए मुझे बहुत से लोगों ने बढ़ावा दिया।,𑂃𑂣𑂢𑂲 𑂃𑂦𑂱𑂪𑂰𑂭𑂰𑂋𑂁 𑂍𑂷 𑂣𑂴𑂩𑂲 𑂍𑂩𑂢𑂵 𑂍𑂵 𑂪𑂱𑂉 𑂧𑂳𑂕𑂵 𑂥𑂯𑂳𑂞 𑂮𑂵 𑂪𑂷𑂏𑂷𑂁 𑂢𑂵 𑂥𑂛़𑂰𑂫𑂰 𑂠𑂱𑂨𑂰।
My mother is constantly forgetting people's names,मेरी माँ अक्सर लोगों के नाम भूलती रहती है।,𑂧𑂵𑂩𑂲 𑂧𑂰𑂀 𑂃𑂍𑂹𑂮𑂩 𑂪𑂷𑂏𑂷𑂁 𑂍𑂵 𑂢𑂰𑂧 𑂦𑂴𑂪𑂞𑂲 𑂩𑂯𑂞𑂲 𑂯𑂶।
"She is very careful, so she seldom makes mistakes","वह बहुत ध्यानपूर्वक है, इसलिए बहुत कम ग़लतियाँ करती है।","𑂫𑂯 𑂥𑂯𑂳𑂞 𑂡𑂹𑂨𑂰𑂢𑂣𑂴𑂩𑂹𑂫𑂍 𑂯𑂶, 𑂅𑂮𑂪𑂱𑂉 𑂥𑂯𑂳𑂞 𑂍𑂧 𑂏़𑂪𑂞𑂱𑂨𑂰𑂀 𑂍𑂩𑂞𑂲 𑂯𑂶।"
The old man sat in the chair with his eyes closed,वह बूढ़ा आदमी आँखें बंद करके कुरसी में बैठा था।,𑂫𑂯 𑂥𑂴𑂛़𑂰 𑂄𑂠𑂧𑂲 𑂄𑂀𑂎𑂵𑂁 𑂥𑂁𑂠 𑂍𑂩𑂍𑂵 𑂍𑂳𑂩𑂮𑂲 𑂧𑂵𑂁 𑂥𑂶𑂘𑂰 𑂟𑂰।
This theory is too difficult for me to comprehend,यह सिद्धांत मेरे समझने से बाहर है।,𑂨𑂯 𑂮𑂱𑂠𑂹𑂡𑂰𑂁𑂞 𑂧𑂵𑂩𑂵 𑂮𑂧𑂕𑂢𑂵 𑂮𑂵 𑂥𑂰𑂯𑂩 𑂯𑂶।
"To my surprise, she could not answer the question",मैं हैरान था कि वह सवाल का जवाब नहीं दे पाई।,𑂧𑂶𑂁 𑂯𑂶𑂩𑂰𑂢 𑂟𑂰 𑂍𑂱 𑂫𑂯 𑂮𑂫𑂰𑂪 𑂍𑂰 𑂔𑂫𑂰𑂥 𑂢𑂯𑂲𑂁 𑂠𑂵 𑂣𑂰𑂆।
What number should I call in case of an emergency,आपातकालीन स्तिथि में मुझे क्या नम्बर मिलाना चाहिए?,𑂄𑂣𑂰𑂞𑂍𑂰𑂪𑂲𑂢 𑂮𑂹𑂞𑂱𑂟𑂱 𑂧𑂵𑂁 𑂧𑂳𑂕𑂵 𑂍𑂹𑂨𑂰 𑂢𑂧𑂹𑂥𑂩 𑂧𑂱𑂪𑂰𑂢𑂰 𑂒𑂰𑂯𑂱𑂉?
I advise you not to borrow money from your friends,मेरी तुम्हारे लिए यह सलाह है कि अपने दोस्तों से पैसे उधार मत लो।,𑂧𑂵𑂩𑂲 𑂞𑂳𑂧𑂹𑂯𑂰𑂩𑂵 𑂪𑂱𑂉 𑂨𑂯 𑂮𑂪𑂰𑂯 𑂯𑂶 𑂍𑂱 𑂃𑂣𑂢𑂵 𑂠𑂷𑂮𑂹𑂞𑂷𑂁 𑂮𑂵 𑂣𑂶𑂮𑂵 𑂇𑂡𑂰𑂩 𑂧𑂞 𑂪𑂷।
I don't like the polluted atmosphere of big cities,मुझे बड़े शहरों का प्रदूषित वातावरण अच्छा नहीं लगता।,𑂧𑂳𑂕𑂵 𑂥𑂙़𑂵 𑂬𑂯𑂩𑂷𑂁 𑂍𑂰 𑂣𑂹𑂩𑂠𑂴𑂭𑂱𑂞 𑂫𑂰𑂞𑂰𑂫𑂩𑂝 𑂃𑂒𑂹𑂓𑂰 𑂢𑂯𑂲𑂁 𑂪𑂏𑂞𑂰।
I go to the office by bicycle except on rainy days,"उन दिनों के सिवाय जब बारिश हो रही होती है, मैं साईकल चलाकर काम पर जाता हूँ।","𑂇𑂢 𑂠𑂱𑂢𑂷𑂁 𑂍𑂵 𑂮𑂱𑂫𑂰𑂨 𑂔𑂥 𑂥𑂰𑂩𑂱𑂬 𑂯𑂷 𑂩𑂯𑂲 𑂯𑂷𑂞𑂲 𑂯𑂶, 𑂧𑂶𑂁 𑂮𑂰𑂆𑂍𑂪 𑂒𑂪𑂰𑂍𑂩 𑂍𑂰𑂧 𑂣𑂩 𑂔𑂰𑂞𑂰 𑂯𑂴𑂀।"
I had hardly reached the school when the bell rang,मैं बस स्कूल पहुँचा ही था कि घंटी बज गई।,𑂧𑂶𑂁 𑂥𑂮 𑂮𑂹𑂍𑂴𑂪 𑂣𑂯𑂳𑂀𑂒𑂰 𑂯𑂲 𑂟𑂰 𑂍𑂱 𑂐𑂁𑂗𑂲 𑂥𑂔 𑂏𑂆।
I want to clean the house before my parents return,मैं अपने पापा-मम्मी के वापस आने से पहले घर साफ़ करना चाहता हूँ।,𑂧𑂶𑂁 𑂃𑂣𑂢𑂵 𑂣𑂰𑂣𑂰-𑂧𑂧𑂹𑂧𑂲 𑂍𑂵 𑂫𑂰𑂣𑂮 𑂄𑂢𑂵 𑂮𑂵 𑂣𑂯𑂪𑂵 𑂐𑂩 𑂮𑂰𑂤़ 𑂍𑂩𑂢𑂰 𑂒𑂰𑂯𑂞𑂰 𑂯𑂴𑂀।
I was kept waiting for a long time at the hospital,अस्पताल में मुझसे बहुत देर तक इन्तज़ार करवाया गया।,𑂃𑂮𑂹𑂣𑂞𑂰𑂪 𑂧𑂵𑂁 𑂧𑂳𑂕𑂮𑂵 𑂥𑂯𑂳𑂞 𑂠𑂵𑂩 𑂞𑂍 𑂅𑂢𑂹𑂞𑂔़𑂰𑂩 𑂍𑂩𑂫𑂰𑂨𑂰 𑂏𑂨𑂰।
International trade is vital for healthy economies,अंतर्राष्ट्रीय व्यापार मज़बूत अर्थव्यवस्था के लिए आवश्यक है।,𑂃𑂁𑂞𑂩𑂹𑂩𑂰𑂭𑂹𑂗𑂹𑂩𑂲𑂨 𑂫𑂹𑂨𑂰𑂣𑂰𑂩 𑂧𑂔़𑂥𑂴𑂞 𑂃𑂩𑂹𑂟𑂫𑂹𑂨𑂫𑂮𑂹𑂟𑂰 𑂍𑂵 𑂪𑂱𑂉 𑂄𑂫𑂬𑂹𑂨𑂍 𑂯𑂶।
It is said that he is the richest man in the world,कहा जाता है कि वह दुनिया में सबसे अमीर आदमी है।,𑂍𑂯𑂰 𑂔𑂰𑂞𑂰 𑂯𑂶 𑂍𑂱 𑂫𑂯 𑂠𑂳𑂢𑂱𑂨𑂰 𑂧𑂵𑂁 𑂮𑂥𑂮𑂵 𑂃𑂧𑂲𑂩 𑂄𑂠𑂧𑂲 𑂯𑂶।
It's already eleven o'clock I must be leaving now,ग्यारह बज चुके हैं। मुझे चलना चाहिए।,𑂏𑂹𑂨𑂰𑂩𑂯 𑂥𑂔 𑂒𑂳𑂍𑂵 𑂯𑂶𑂁। 𑂧𑂳𑂕𑂵 𑂒𑂪𑂢𑂰 𑂒𑂰𑂯𑂱𑂉।
"The bat was stolen yesterday, along with the balls",बैट और बॉल दोनो कल एकसाथ चोरी हो गए।,𑂥𑂶𑂗 𑂌𑂩 𑂥ॉ𑂪 𑂠𑂷𑂢𑂷 𑂍𑂪 𑂉𑂍𑂮𑂰𑂟 𑂒𑂷𑂩𑂲 𑂯𑂷 𑂏𑂉।
The people of London are very proud of this bridge,लंदन के लोगों को इस ब्रिज पर गर्व है।,𑂪𑂁𑂠𑂢 𑂍𑂵 𑂪𑂷𑂏𑂷𑂁 𑂍𑂷 𑂅𑂮 𑂥𑂹𑂩𑂱𑂔 𑂣𑂩 𑂏𑂩𑂹𑂫 𑂯𑂶।
This is the house where I lived when I was a child,यह वह घर है जिसमें मैं रहता था जब मैं छोटा था।,𑂨𑂯 𑂫𑂯 𑂐𑂩 𑂯𑂶 𑂔𑂱𑂮𑂧𑂵𑂁 𑂧𑂶𑂁 𑂩𑂯𑂞𑂰 𑂟𑂰 𑂔𑂥 𑂧𑂶𑂁 𑂓𑂷𑂗𑂰 𑂟𑂰।
We are responsible for your protection from now on,अबसे आपकी हिफ़ाज़त के लिए हम ज़िम्मेदार हैं।,𑂃𑂥𑂮𑂵 𑂄𑂣𑂍𑂲 𑂯𑂱𑂤़𑂰𑂔़𑂞 𑂍𑂵 𑂪𑂱𑂉 𑂯𑂧 𑂔़𑂱𑂧𑂹𑂧𑂵𑂠𑂰𑂩 𑂯𑂶𑂁।
We arrived at the station as the train was leaving,हम स्टेशन पर तब पहुँचे जब ट्रेन चल पड़ी थी।,𑂯𑂧 𑂮𑂹𑂗𑂵𑂬𑂢 𑂣𑂩 𑂞𑂥 𑂣𑂯𑂳𑂀𑂒𑂵 𑂔𑂥 𑂗𑂹𑂩𑂵𑂢 𑂒𑂪 𑂣𑂙़𑂲 𑂟𑂲।
We must not speak ill of others behind their backs,हमे लोगों की पीठ के पीछे उनकी बुराई नहीं करनी चाहिए।,𑂯𑂧𑂵 𑂪𑂷𑂏𑂷𑂁 𑂍𑂲 𑂣𑂲𑂘 𑂍𑂵 𑂣𑂲𑂓𑂵 𑂇𑂢𑂍𑂲 𑂥𑂳𑂩𑂰𑂆 𑂢𑂯𑂲𑂁 𑂍𑂩𑂢𑂲 𑂒𑂰𑂯𑂱𑂉।
We will have to take off our shoes before going in,हमे अंदर जाने से पहले जूते उतारने होंगे।,𑂯𑂧𑂵 𑂃𑂁𑂠𑂩 𑂔𑂰𑂢𑂵 𑂮𑂵 𑂣𑂯𑂪𑂵 𑂔𑂴𑂞𑂵 𑂇𑂞𑂰𑂩𑂢𑂵 𑂯𑂷𑂁𑂏𑂵।
"When he arrives in Tokyo, I'll call you right away",उसके टोक्यो आते ही मैं तुम्हें तुरंत फ़ोन करूँगी।,𑂇𑂮𑂍𑂵 𑂗𑂷𑂍𑂹𑂨𑂷 𑂄𑂞𑂵 𑂯𑂲 𑂧𑂶𑂁 𑂞𑂳𑂧𑂹𑂯𑂵𑂁 𑂞𑂳𑂩𑂁𑂞 𑂤़𑂷𑂢 𑂍𑂩𑂴𑂀𑂏𑂲।
Why do you talk about him as if he were an old man,तुम उसके बारे में ऐसे बात क्यों करते हो जैसे कि वह बूढ़ा आदमी हो?,𑂞𑂳𑂧 𑂇𑂮𑂍𑂵 𑂥𑂰𑂩𑂵 𑂧𑂵𑂁 𑂊𑂮𑂵 𑂥𑂰𑂞 𑂍𑂹𑂨𑂷𑂁 𑂍𑂩𑂞𑂵 𑂯𑂷 𑂔𑂶𑂮𑂵 𑂍𑂱 𑂫𑂯 𑂥𑂴𑂛़𑂰 𑂄𑂠𑂧𑂲 𑂯𑂷?
"After some hesitation, he laid the book on the desk","थोड़ी हिचकिचाहट के बाद, उसने किताब को मेज़ पर रखा।","𑂟𑂷𑂙़𑂲 𑂯𑂱𑂒𑂍𑂱𑂒𑂰𑂯𑂗 𑂍𑂵 𑂥𑂰𑂠, 𑂇𑂮𑂢𑂵 𑂍𑂱𑂞𑂰𑂥 𑂍𑂷 𑂧𑂵𑂔़ 𑂣𑂩 𑂩𑂎𑂰।"
I will get through with my homework before he comes,मैं उसके आने से पहले अपना होमवर्क खतम कर लूँगा।,𑂧𑂶𑂁 𑂇𑂮𑂍𑂵 𑂄𑂢𑂵 𑂮𑂵 𑂣𑂯𑂪𑂵 𑂃𑂣𑂢𑂰 𑂯𑂷𑂧𑂫𑂩𑂹𑂍 𑂎𑂞𑂧 𑂍𑂩 𑂪𑂴𑂀𑂏𑂰।
I will never forget your kindness so long as I live,मैं आपकी अच्छाई को कभी नहीं भूलूँगा।,𑂧𑂶𑂁 𑂄𑂣𑂍𑂲 𑂃𑂒𑂹𑂓𑂰𑂆 𑂍𑂷 𑂍𑂦𑂲 𑂢𑂯𑂲𑂁 𑂦𑂴𑂪𑂴𑂀𑂏𑂰।
Look carefully I'm going to show you how it's done,ग़ौर से देखा। मैं तुम्हें दिखाऊँगा कैसे किया जाता है।,𑂏़𑂸𑂩 𑂮𑂵 𑂠𑂵𑂎𑂰। 𑂧𑂶𑂁 𑂞𑂳𑂧𑂹𑂯𑂵𑂁 𑂠𑂱𑂎𑂰𑂈𑂀𑂏𑂰 𑂍𑂶𑂮𑂵 𑂍𑂱𑂨𑂰 𑂔𑂰𑂞𑂰 𑂯𑂶।
A selfish man thinks of nothing but his own feelings,मतलबी इनसान केवल अपनी भावनाओं के बारे में ही सोचता है।,𑂧𑂞𑂪𑂥𑂲 𑂅𑂢𑂮𑂰𑂢 𑂍𑂵𑂫𑂪 𑂃𑂣𑂢𑂲 𑂦𑂰𑂫𑂢𑂰𑂋𑂁 𑂍𑂵 𑂥𑂰𑂩𑂵 𑂧𑂵𑂁 𑂯𑂲 𑂮𑂷𑂒𑂞𑂰 𑂯𑂶।
A selfish man thinks of nothing but his own feelings,मतलबी इनसान केवल अपने बारे में ही सोचता है।,𑂧𑂞𑂪𑂥𑂲 𑂅𑂢𑂮𑂰𑂢 𑂍𑂵𑂫𑂪 𑂃𑂣𑂢𑂵 𑂥𑂰𑂩𑂵 𑂧𑂵𑂁 𑂯𑂲 𑂮𑂷𑂒𑂞𑂰 𑂯𑂶।
All the flowers in the garden died for lack of water,बाग के सारे फूल पानी की कमी की वजह से मर गए।,𑂥𑂰𑂏 𑂍𑂵 𑂮𑂰𑂩𑂵 𑂤𑂴𑂪 𑂣𑂰𑂢𑂲 𑂍𑂲 𑂍𑂧𑂲 𑂍𑂲 𑂫𑂔𑂯 𑂮𑂵 𑂧𑂩 𑂏𑂉।
I ran into an old friend of mine outside the station,मुझे स्टेशन के बाहर अपना एक पुराना दोस्त मिल गया।,𑂧𑂳𑂕𑂵 𑂮𑂹𑂗𑂵𑂬𑂢 𑂍𑂵 𑂥𑂰𑂯𑂩 𑂃𑂣𑂢𑂰 𑂉𑂍 𑂣𑂳𑂩𑂰𑂢𑂰 𑂠𑂷𑂮𑂹𑂞 𑂧𑂱𑂪 𑂏𑂨𑂰।
I spent hours looking for the key that I had dropped,मैं घंटों तक उस चाबी को ढूँढता रहा जिसे मैंने गिरा दिया था।,𑂧𑂶𑂁 𑂐𑂁𑂗𑂷𑂁 𑂞𑂍 𑂇𑂮 𑂒𑂰𑂥𑂲 𑂍𑂷 𑂛𑂴𑂀𑂛𑂞𑂰 𑂩𑂯𑂰 𑂔𑂱𑂮𑂵 𑂧𑂶𑂁𑂢𑂵 𑂏𑂱𑂩𑂰 𑂠𑂱𑂨𑂰 𑂟𑂰।
I want this photograph developed as soon as possible,मुझे यह तस्वीर जल्द-से-जल्द बनवानी है।,𑂧𑂳𑂕𑂵 𑂨𑂯 𑂞𑂮𑂹𑂫𑂲𑂩 𑂔𑂪𑂹𑂠-𑂮𑂵-𑂔𑂪𑂹𑂠 𑂥𑂢𑂫𑂰𑂢𑂲 𑂯𑂶।
I'll arrange for someone to pick you up at your home,मैं किसी को तुम्हें घर से लेने के लिए भिजवादूँगा।,𑂧𑂶𑂁 𑂍𑂱𑂮𑂲 𑂍𑂷 𑂞𑂳𑂧𑂹𑂯𑂵𑂁 𑂐𑂩 𑂮𑂵 𑂪𑂵𑂢𑂵 𑂍𑂵 𑂪𑂱𑂉 𑂦𑂱𑂔𑂫𑂰𑂠𑂴𑂀𑂏𑂰।
It is dangerous to ride a motorbike without a helmet,हेलमेट पहने बिना मोटरसाईकल चलाना बहुत खतरनाक होता है।,𑂯𑂵𑂪𑂧𑂵𑂗 𑂣𑂯𑂢𑂵 𑂥𑂱𑂢𑂰 𑂧𑂷𑂗𑂩𑂮𑂰𑂆𑂍𑂪 𑂒𑂪𑂰𑂢𑂰 𑂥𑂯𑂳𑂞 𑂎𑂞𑂩𑂢𑂰𑂍 𑂯𑂷𑂞𑂰 𑂯𑂶।
It may not be necessary for us to go to that meeting,शायद हमें उस मीटिंग में जाने की ज़रूरत नहीं पड़ेगी।,𑂬𑂰𑂨𑂠 𑂯𑂧𑂵𑂁 𑂇𑂮 𑂧𑂲𑂗𑂱𑂁𑂏 𑂧𑂵𑂁 𑂔𑂰𑂢𑂵 𑂍𑂲 𑂔़𑂩𑂴𑂩𑂞 𑂢𑂯𑂲𑂁 𑂣𑂙़𑂵𑂏𑂲।
It would be better for you not to ask him for advice,बहतर होगा कि तुम उससे सलाह न माँगो।,𑂥𑂯𑂞𑂩 𑂯𑂷𑂏𑂰 𑂍𑂱 𑂞𑂳𑂧 𑂇𑂮𑂮𑂵 𑂮𑂪𑂰𑂯 𑂢 𑂧𑂰𑂀𑂏𑂷।
My hands are dirty I have been repairing my bicycle,मेरे हाथ गंदे हैं। मैं अपनी साईकल ठीक कर रहा था।,𑂧𑂵𑂩𑂵 𑂯𑂰𑂟 𑂏𑂁𑂠𑂵 𑂯𑂶𑂁। 𑂧𑂶𑂁 𑂃𑂣𑂢𑂲 𑂮𑂰𑂆𑂍𑂪 𑂘𑂲𑂍 𑂍𑂩 𑂩𑂯𑂰 𑂟𑂰।
She gave me a large room while I stayed at her house,"जब मैं उसके घर पर रही, उसने मुझे रहने के लिए एक बड़ा सा कमरा दिया।","𑂔𑂥 𑂧𑂶𑂁 𑂇𑂮𑂍𑂵 𑂐𑂩 𑂣𑂩 𑂩𑂯𑂲, 𑂇𑂮𑂢𑂵 𑂧𑂳𑂕𑂵 𑂩𑂯𑂢𑂵 𑂍𑂵 𑂪𑂱𑂉 𑂉𑂍 𑂥𑂙़𑂰 𑂮𑂰 𑂍𑂧𑂩𑂰 𑂠𑂱𑂨𑂰।"
The government started a program to promote industry,सरकार ने उद्योग बढ़ाने के लिए कार्यक्रम शुरू किया।,𑂮𑂩𑂍𑂰𑂩 𑂢𑂵 𑂇𑂠𑂹𑂨𑂷𑂏 𑂥𑂛़𑂰𑂢𑂵 𑂍𑂵 𑂪𑂱𑂉 𑂍𑂰𑂩𑂹𑂨𑂍𑂹𑂩𑂧 𑂬𑂳𑂩𑂴 𑂍𑂱𑂨𑂰।
The majority of the committee voted against the bill,समिति के अधिकांश सदस्यों ने बिल के पारित होने के खिलाफ़ मत दिया।,𑂮𑂧𑂱𑂞𑂱 𑂍𑂵 𑂃𑂡𑂱𑂍𑂰𑂁𑂬 𑂮𑂠𑂮𑂹𑂨𑂷𑂁 𑂢𑂵 𑂥𑂱𑂪 𑂍𑂵 𑂣𑂰𑂩𑂱𑂞 𑂯𑂷𑂢𑂵 𑂍𑂵 𑂎𑂱𑂪𑂰𑂤़ 𑂧𑂞 𑂠𑂱𑂨𑂰।
The other day her mother passed away in the hospital,कुछ दिन पहले उसकी माँ हस्पताल में चल बसीं।,𑂍𑂳𑂓 𑂠𑂱𑂢 𑂣𑂯𑂪𑂵 𑂇𑂮𑂍𑂲 𑂧𑂰𑂀 𑂯𑂮𑂹𑂣𑂞𑂰𑂪 𑂧𑂵𑂁 𑂒𑂪 𑂥𑂮𑂲𑂁।
The population of China is larger than that of India,चीन की जनसंख्या भारत की से बड़ी है।,𑂒𑂲𑂢 𑂍𑂲 𑂔𑂢𑂮𑂁𑂎𑂹𑂨𑂰 𑂦𑂰𑂩𑂞 𑂍𑂲 𑂮𑂵 𑂥𑂙़𑂲 𑂯𑂶।
The speed of the spread of AIDS is horrifyingly fast,एड्स के फैलाव की तेज़ गति बहुत भयानक है।,𑂉𑂙𑂹𑂮 𑂍𑂵 𑂤𑂶𑂪𑂰𑂫 𑂍𑂲 𑂞𑂵𑂔़ 𑂏𑂞𑂱 𑂥𑂯𑂳𑂞 𑂦𑂨𑂰𑂢𑂍 𑂯𑂶।
"When you can't do what you want, you do what you can","जब वह नहीं कर सकते जो करना चाह्ते हो, तो वह करो जो कर सकते हो।","𑂔𑂥 𑂫𑂯 𑂢𑂯𑂲𑂁 𑂍𑂩 𑂮𑂍𑂞𑂵 𑂔𑂷 𑂍𑂩𑂢𑂰 𑂒𑂰𑂯𑂹𑂞𑂵 𑂯𑂷, 𑂞𑂷 𑂫𑂯 𑂍𑂩𑂷 𑂔𑂷 𑂍𑂩 𑂮𑂍𑂞𑂵 𑂯𑂷।"
French is spoken in France and in some parts of Italy,फ्रेंच फ्रांस में अौर इटली के कुछ हिस्सो में बोली जाती है।,𑂤𑂹𑂩𑂵𑂁𑂒 𑂤𑂹𑂩𑂰𑂁𑂮 𑂧𑂵𑂁 𑂃𑂸𑂩 𑂅𑂗𑂪𑂲 𑂍𑂵 𑂍𑂳𑂓 𑂯𑂱𑂮𑂹𑂮𑂷 𑂧𑂵𑂁 𑂥𑂷𑂪𑂲 𑂔𑂰𑂞𑂲 𑂯𑂶।
"I got up early, so that I could catch the first train","मैं जल्दी उठा था, क्योंकि मुझे पहली ट्रेन पकड़नी थी।","𑂧𑂶𑂁 𑂔𑂪𑂹𑂠𑂲 𑂇𑂘𑂰 𑂟𑂰, 𑂍𑂹𑂨𑂷𑂁𑂍𑂱 𑂧𑂳𑂕𑂵 𑂣𑂯𑂪𑂲 𑂗𑂹𑂩𑂵𑂢 𑂣𑂍𑂙़𑂢𑂲 𑂟𑂲।"
